case_name,seed,face_x_idx,face_x_coord,Q_face_mean,Q_face_median,Qp_face_mean,Qp_face_median,Q_borehole_mean,Qp_borehole_mean,Q_ratio,Q_difference,Q_log_ratio,Qp_ratio,Qp_difference,face_joints_count,face_rqd_practical,face_rqd_mean,face_rqd_min_dir,RQD_borehole_direct,RQD_borehole_hudson,lambda_borehole,borehole_n_intersections_total,RQD_face_scanline,lambda_face_scanline,RQD_face_scanline_hudson,face_scanline_n_intersections,Jv_face,Jv_method,RQD_face_jv,RQD_face_conservative,RQD_diff_bh_direct_minus_face_scanline,RQD_diff_bh_hudson_minus_face_scanline,RQD_diff_bh_direct_minus_face_jv,RQD_diff_bh_hudson_minus_face_jv,RQD_absdiff_bh_direct_face_scanline,RQD_absdiff_bh_hudson_face_scanline,RQD_absdiff_bh_direct_face_jv,RQD_absdiff_bh_hudson_face_jv,face_joint_count,bh_union_fracture_count,common_union_fracture_count,missed_union_fracture_count,miss_ratio_union,detection_ratio_union,face_area,window_length,face_fracture_density,bh_fracture_frequency_mean,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,face_orientation_bias,bh_union_orientation_bias,orientation_bias_gap,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose,face_RQD_mean,face_RQD_median,face_RQD_std,face_RQD_min,face_RQD_max,face_RQD_n_points,face_Jn_mean,face_Jn_median,face_Jn_std,face_Jn_min,face_Jn_max,face_Jn_n_points,face_Jr_mean,face_Jr_median,face_Jr_std,face_Jr_min,face_Jr_max,face_Jr_n_points,face_Ja_mean,face_Ja_median,face_Ja_std,face_Ja_min,face_Ja_max,face_Ja_n_points,face_Jw_mean,face_Jw_median,face_Jw_std,face_Jw_min,face_Jw_max,face_Jw_n_points,face_SRF_mean,face_SRF_median,face_SRF_std,face_SRF_min,face_SRF_max,face_SRF_n_points,face_Q_mean,face_Q_median,face_Q_std,face_Q_min,face_Q_max,face_Q_n_points,face_Qprime_mean,face_Qprime_median,face_Qprime_std,face_Qprime_min,face_Qprime_max,face_Qprime_n_points,case_path,case_name_meta,quality_regime,density_regime,orientation_regime,anisotropy_regime,cost_fp,cost_fn
scenario_09_random_ensemble,58,10,10.5,32.62811910129914,30.605035353552026,37.12399525338783,37.12399525338784,33.87875569731942,37.5,1.0383300242388316,1.2506365960202785,0.016335412207687527,1.010128348095235,0.37600474661216765,53,100.0,100.0,100.0,100.0,100.0,0.0,0,100.0,0.8,99.69656540975667,8,1.0,P32_derived_Jv_proxy,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,53,1.0,0.0,78.53981633974483,7.0,0.6748169587096362,0.0,0.0,0.0,0.6748169587096362,0.7551699679807944,0.0,0.7551699679807944,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,2.0,2.0,0.0,2.0,2.0,81,1.4890409069612511,1.4890409069612511,0.2833839489892432,0.9666520401340383,2.143711630863927,81,2.0054965754599987,2.0054965754599987,0.5088140294544837,0.8815140113025863,3.3328345946365463,81,0.7945642768717542,0.7908608889832331,0.10042331260478594,0.565290153295367,1.0,81,0.9864336966394676,0.9952123648700024,0.2767350535634709,0.5,1.5851328271450498,81,32.62811910129914,30.605035353552026,11.069485024027527,15.817965144869717,67.05624186654222,81,37.12399525338783,37.12399525338784,7.105427357601002e-15,37.12399525338784,37.12399525338784,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_09_random_ensemble,58,20,20.5,32.299319308386565,29.707252500210608,35.68585336389668,35.68585336389669,31.07549477947308,40.284613312517806,0.9621098972015885,-1.223824528913486,-0.01677531775193053,1.1288678710223496,4.598759948621122,64,99.64438389039351,99.64438389039351,99.64438389039351,99.3701313807235,99.79947827883811,0.42857142857142855,3,99.64438389039351,0.3,99.95588995549635,3,1.0,P32_derived_Jv_proxy,100.0,99.64438389039351,-0.27425250967000636,0.15509438844459567,-0.6298686192764933,-0.20052172116189126,0.27425250967000636,0.15509438844459567,0.6298686192764933,0.20052172116189126,64,3,1,63,0.984375,0.015625,78.53981633974483,7.0,0.8148733086305041,0.42857142857142855,0.42857142857142855,0.012732395447351627,0.8021409131831525,0.7818403233221711,0.5338847777610469,0.2479555455611242,1,1,1,1,1,1,99.64438389039351,99.64438389039351,0.0,99.64438389039351,99.64438389039351,81,2.0,2.0,0.0,2.0,2.0,81,1.4343376727106687,1.4343376727106687,0.2701670150146216,0.7795591307329218,2.136878877372698,81,2.002525934165149,2.002525934165149,0.5556689715052127,0.9929653445087394,3.4136871910228743,81,0.8139883949857611,0.8200378291660119,0.09967076970262026,0.4418658359336589,1.0,81,0.9742854931556376,0.9741720709796667,0.2638048489653771,0.5,1.6886986498735663,81,32.299319308386565,29.707252500210608,10.383202330801556,14.306627630674498,59.55035419888881,81,35.68585336389668,35.68585336389669,7.105427357601002e-15,35.68585336389669,35.68585336389669,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_09_random_ensemble,58,30,30.5,33.12880256213878,31.238474052259484,38.9726229700883,38.9726229700883,31.066792459191657,37.5,0.9377577834550624,-2.0620101029471236,-0.027909322487764454,0.9622139117703586,-1.4726229700883025,62,100.0,100.0,100.0,100.0,100.0,0.0,0,100.0,0.4,99.92210167184162,4,1.0,P32_derived_Jv_proxy,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,62,1.0,0.0,78.53981633974483,7.0,0.7894085177358009,0.0,0.0,0.0,0.7894085177358009,0.7745066541934463,0.0,0.7745066541934463,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,2.0,2.0,0.0,2.0,2.0,81,1.5165240501445723,1.5165240501445723,0.31019700143435797,0.9277710666338066,2.2716147111209,81,1.9456273847779155,1.9456273847779155,0.5466946440749505,0.75,2.9378908339770717,81,0.7824229526264782,0.7733088624105505,0.0864842389868813,0.6256124130614316,0.9971396888583199,81,1.005426175052472,0.9797078229311897,0.3067216535272064,0.5,1.8057045676403,81,33.12880256213878,31.238474052259484,10.322863806619898,17.21637587916189,62.4738516841874,81,38.9726229700883,38.9726229700883,0.0,38.9726229700883,38.9726229700883,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_09_random_ensemble,59,10,10.5,36.59995016772033,32.72437747255416,39.46778936842646,39.467789368426466,28.530516927427765,35.90651134121078,0.7795233817719928,-8.069433240292565,-0.10817085363452494,0.9097674816805261,-3.5612780272156783,66,100.0,100.0,100.0,98.8791095951475,99.93315942627937,0.14285714285714285,1,100.0,0.6,99.82704055993037,6,1.0,P32_derived_Jv_proxy,100.0,100.0,-1.1208904048525028,-0.06684057372062568,-1.1208904048525028,-0.06684057372062568,1.1208904048525028,0.06684057372062568,1.1208904048525028,0.06684057372062568,66,1,0,66,1.0,0.0,78.53981633974483,7.0,0.8403380995252073,0.14285714285714285,0.14285714285714285,0.0,0.8403380995252073,0.7640125084272046,0.8405325354793358,-0.07652002705213123,0,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,2.0,2.0,0.0,2.0,2.0,81,1.4967578153618686,1.4967578153618686,0.3241727203814296,0.7496483130777548,2.159544568997015,81,1.896176400190339,1.896176400190339,0.46052905836116526,0.8076021981009172,2.828382237757786,81,0.8130405187327883,0.8123228055296912,0.09551365385189381,0.6032056496829452,1.0,81,0.9821721963761928,0.9944736755353183,0.319658413380919,0.5,1.7409281234417469,81,36.59995016772033,32.72437747255416,13.550016234915716,16.71887806869867,74.35189007683529,81,39.46778936842646,39.467789368426466,7.105427357601002e-15,39.467789368426466,39.467789368426466,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_09_random_ensemble,59,20,20.5,34.180634170239955,29.998850813722566,37.519510910905154,37.519510910905154,32.342044885744336,33.258507616970135,0.9462096204728576,-1.8385892844956189,-0.0240126406279364,0.8864323337248902,-4.261003293935019,86,100.0,100.0,100.0,98.93467767934776,99.79947827883811,0.42857142857142855,3,100.0,1.1,99.43758901791463,11,1.0,P32_derived_Jv_proxy,100.0,100.0,-1.0653223206522426,-0.20052172116189126,-1.0653223206522426,-0.20052172116189126,1.0653223206522426,0.20052172116189126,1.0653223206522426,0.20052172116189126,86,3,1,85,0.9883720930232558,0.011627906976744186,78.53981633974483,7.0,1.0949860084722398,0.42857142857142855,0.42857142857142855,0.012732395447351627,1.0822536130248883,0.7835175708934949,0.7541427771497003,0.02937479374379459,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,2.0,2.0,0.0,2.0,2.0,81,1.516820833510911,1.516820833510911,0.31563988333588955,0.8477789528782155,2.303237985086494,81,2.021376074321431,2.021376074321431,0.4865826119834674,0.8330776590414688,3.3362357103577134,81,0.8064984090047714,0.8063037614304853,0.09371386562571783,0.550097108216108,1.0,81,0.9662480803455146,0.9807074574874064,0.2731505887278854,0.5,1.6720256894770706,81,34.180634170239955,29.998850813722566,11.517721134263184,17.563894767530364,65.21589597656356,81,37.519510910905154,37.519510910905154,0.0,37.519510910905154,37.519510910905154,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_09_random_ensemble,59,30,30.5,31.358444920020652,27.904269794307716,34.19360265690973,34.19360265690974,24.286199185934482,35.023276628047945,0.7744707764647178,-7.07224573408617,-0.11099496507012274,1.0242640115890378,0.8296739711382131,56,98.87325926292563,98.87325926292563,98.87325926292563,100.0,99.93315942627937,0.14285714285714285,1,98.87325926292563,1.0,99.53211598395555,10,1.0,P32_derived_Jv_proxy,100.0,98.87325926292563,1.1267407370743712,1.0599001633537455,0.0,-0.06684057372062568,1.1267407370743712,1.0599001633537455,0.0,0.06684057372062568,56,1,0,56,1.0,0.0,78.53981633974483,7.0,0.7130141450516911,0.14285714285714285,0.14285714285714285,0.0,0.7130141450516911,0.7963043769741519,0.8394846020753897,-0.04318022510123776,0,1,1,1,1,1,98.87325926292563,98.87325926292563,0.0,98.87325926292563,98.87325926292563,81,2.0,2.0,0.0,2.0,2.0,81,1.4445455017845812,1.4445455017845812,0.29443312668300564,0.8939004763306362,2.121161768437409,81,2.0885035623202732,2.0885035623202732,0.4133880899786331,1.1650160068761795,3.0530020309601937,81,0.7993147112641963,0.798097197100222,0.08490787298602626,0.6203742123666379,1.0,81,0.9583635068702538,0.9779088975229352,0.2744538001507033,0.5,1.5517615787428731,81,31.358444920020652,27.904269794307716,11.090544715751534,15.369602959566453,62.14848551441185,81,34.19360265690973,34.19360265690974,7.105427357601002e-15,34.19360265690974,34.19360265690974,81,cases/scenario_09_random_ensemble.yaml,scenario_09_random_ensemble,randomized,variable,variable,unknown,1,5
scenario_10_fieldlike,40,10,10.5,13.420617076959978,12.412304654305474,14.852860341442055,14.852860341442053,11.021201681524431,14.24952834674032,0.8212142272090621,-2.399415395435547,-0.08554353525752756,0.9593794070076634,-0.603331994701735,1346,99.69882538541326,99.69882538541326,99.69882538541326,92.7425725224421,96.27607478826381,2.7142857142857144,19,99.69882538541326,0.4,99.92210167184162,4,4.1,P32_derived_Jv_proxy,100.0,99.69882538541326,-6.956252862971155,-3.422750597149445,-7.257427477557897,-3.723925211736187,6.956252862971155,3.422750597149445,7.257427477557897,3.723925211736187,1346,19,0,1346,1.0,0.0,78.53981633974483,7.0,17.13780427213529,2.7142857142857144,2.7142857142857144,0.0,17.13780427213529,0.30485421299177073,0.34980521663128317,-0.04495100363951243,1,1,1,1,1,1,99.69882538541326,99.69882538541326,0.0,99.69882538541326,99.69882538541326,81,4.0,4.0,0.0,4.0,4.0,81,1.1918413297166297,1.1918413297166297,0.20384931769253725,0.5,1.7716029514849139,81,2.0000386775164474,2.0000386775164474,0.5124395970266361,0.75,4.087015663046372,81,0.8035971553723992,0.8076560283621431,0.10066257195430728,0.53260119501172,1.0,81,0.9697544385533005,0.9383394783297043,0.2766163932638677,0.5,1.603020648014794,81,13.420617076959978,12.412304654305474,4.4718201307427154,6.27167995284491,24.511418005887574,81,14.852860341442055,14.852860341442053,1.7763568394002505e-15,14.852860341442053,14.852860341442053,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,40,20,20.5,11.88067871227856,10.963783848403452,14.9650434554209,14.965043455420904,12.88790698276682,15.273280829097233,1.0847786809896054,1.0072282704882607,0.03534114147546452,1.020597158611302,0.30823737367633264,1292,100.0,100.0,100.0,95.55597827684832,97.96616348387064,2.0,14,100.0,0.2,99.98026467728904,2,4.1,P32_derived_Jv_proxy,100.0,100.0,-4.444021723151678,-2.0338365161293552,-4.444021723151678,-2.0338365161293552,4.444021723151678,2.0338365161293552,4.444021723151678,2.0338365161293552,1292,14,1,1291,0.9992260061919505,0.0007739938080495357,78.53981633974483,7.0,16.450254917978302,2.0,2.0,0.012732395447351627,16.43752252253095,0.3138380097644228,0.29838408771935365,0.015453922045069124,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.1989438788402944,1.1989438788402944,0.19944675125497285,0.5428692034591017,1.8532271066225534,81,2.0029074462961076,2.0029074462961076,0.4945644209588745,0.75,4.087015663046372,81,0.799889545963395,0.7990959797484326,0.08922012665462013,0.6362147928205298,1.0,81,1.1014069007716158,1.1163084583400518,0.29939186823266106,0.5,1.831943449738366,81,11.88067871227856,10.963783848403452,4.237497818714835,6.100288872558865,25.381974857762152,81,14.9650434554209,14.965043455420904,3.552713678800501e-15,14.965043455420904,14.965043455420904,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,40,30,30.5,13.084351484147584,12.384926560815089,14.929752029018244,14.929752029018244,17.822713267164715,14.967989963384905,1.3621395977292354,4.738361783017131,0.13422161816175748,1.0025611901853655,0.03823793436666101,1322,100.0,100.0,100.0,93.762690342846,95.69127150409088,2.857142857142857,20,100.0,0.8,99.69656540975667,8,4.1,P32_derived_Jv_proxy,100.0,100.0,-6.237309657154,-4.308728495909122,-6.237309657154,-4.308728495909122,6.237309657154,4.308728495909122,6.237309657154,4.308728495909122,1322,20,1,1321,0.9992435703479576,0.0007564296520423601,78.53981633974483,7.0,16.83222678139885,2.857142857142857,2.857142857142857,0.012732395447351627,16.8194943859515,0.3129865713868154,0.25268378570998107,0.060302785676834336,0,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.2017887668062892,1.2017887668062892,0.1985156438221164,0.5324693068302782,1.836386526675816,81,2.012405772832713,2.012405772832713,0.49792694282961336,0.75,4.087015663046372,81,0.800257429823972,0.7905785405298176,0.10106852332611733,0.5390120919419402,1.0,81,0.9987436365213074,0.9967042761718597,0.27448000500424025,0.5,1.6629978368886775,81,13.084351484147584,12.384926560815089,4.645204031089332,5.549034489152337,28.996961241080296,81,14.929752029018244,14.929752029018244,0.0,14.929752029018244,14.929752029018244,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,41,10,10.5,12.745286614980188,11.811808089307013,14.734914141035016,14.734914141035018,13.511326661770639,15.583334882423388,1.0601037913019613,0.7660400467904509,0.025348387701579433,1.0575789402820897,0.848420741388372,1356,100.0,100.0,100.0,90.36694319395068,92.20608903001254,4.285714285714286,30,100.0,0.2,99.98026467728904,2,4.1,P32_derived_Jv_proxy,100.0,100.0,-9.633056806049325,-7.793910969987465,-9.633056806049325,-7.793910969987465,9.633056806049325,7.793910969987465,9.633056806049325,7.793910969987465,1356,30,1,1355,0.9992625368731564,0.0007374631268436578,78.53981633974483,7.0,17.265128226608805,4.285714285714286,4.285714285714286,0.012732395447351627,17.252395831161454,0.3090356397153443,0.2933248610194069,0.0157107786959374,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.1945081576417944,1.1945081576417944,0.20137325028804745,0.6124293974248071,1.7859325445882372,81,2.0266629079215814,2.0266629079215814,0.5088899945306167,0.75,3.7517291743607455,81,0.7978581082223815,0.7943015153875855,0.09928950078230864,0.5852307861527136,1.0,81,1.0090870943838894,0.9795592398973204,0.30192537640846345,0.5,1.910320876119753,81,12.745286614980188,11.811808089307013,4.37162749627931,6.653680910557937,29.469828282070036,81,14.734914141035016,14.734914141035018,1.7763568394002505e-15,14.734914141035018,14.734914141035018,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,41,20,20.5,12.33909890875768,11.7148381180545,14.843744585227196,14.843744585227196,13.080954337494408,14.564635453961728,1.060122334233839,0.7418554287367272,0.025355984148860422,0.981196851666173,-0.2791091312654679,1351,100.0,100.0,100.0,97.5758131294866,97.7083540299425,2.142857142857143,15,100.0,0.6,99.82704055993037,6,4.1,P32_derived_Jv_proxy,100.0,100.0,-2.4241868705133953,-2.291645970057502,-2.4241868705133953,-2.291645970057502,2.4241868705133953,2.291645970057502,2.4241868705133953,2.291645970057502,1351,15,2,1349,0.9985196150999259,0.0014803849000740192,78.53981633974483,7.0,17.201466249372046,2.142857142857143,2.142857142857143,0.025464790894703253,17.176001458477344,0.30872741392071257,0.3163347289460041,-0.00760731502529155,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.1893381462311858,1.1893381462311858,0.19890436315409732,0.6024852742051993,1.8669072858887181,81,2.0030965559304357,2.0030965559304357,0.495983052962275,0.75,3.5634016779984807,81,0.8089172847331659,0.8130443701500136,0.09896632926536905,0.5198663106279062,1.0,81,1.0427542653117048,1.0020198540577556,0.25699482971596643,0.5,1.6146966926613922,81,12.33909890875768,11.7148381180545,3.876361235614265,6.139150625703927,25.00890763758652,81,14.843744585227196,14.843744585227196,0.0,14.843744585227196,14.843744585227196,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,41,30,30.5,13.797885805801402,12.3600060878578,14.986456371388899,14.986456371388899,8.39570642062586,13.47439581113064,0.6084777435319718,-5.4021793851755415,-0.2157553024594292,0.8991048635656805,-1.5120605602582593,1354,99.06493914465851,99.06493914465851,99.06493914465851,96.98106946416935,98.05252627233949,1.8571428571428572,13,99.06493914465851,0.6,99.82704055993037,6,4.1,P32_derived_Jv_proxy,100.0,99.06493914465851,-2.0838696804891583,-1.0124128723190182,-3.0189305358306484,-1.9474737276605083,2.0838696804891583,1.0124128723190182,3.0189305358306484,1.9474737276605083,1354,13,1,1353,0.9992614475627769,0.0007385524372230429,78.53981633974483,7.0,17.239663435714103,1.8571428571428572,1.8571428571428572,0.012732395447351627,17.226931040266752,0.30818706184266975,0.333124968633446,-0.024937906790776232,0,0,1,1,1,1,99.06493914465851,99.06493914465851,0.0,99.06493914465851,99.06493914465851,81,4.0,4.0,0.0,4.0,4.0,81,1.2028037256466877,1.2028037256466877,0.19732169343123687,0.5950601127255475,1.8209375269870067,81,1.9877226966016028,1.9877226966016028,0.5012612657037389,0.75,3.8344796395157106,81,0.801436147906869,0.8010738879103414,0.09968544949654078,0.5777008709041266,1.0,81,0.9647394838910653,0.922854689662873,0.29718692631239385,0.5,1.8443491796109208,81,13.797885805801402,12.3600060878578,5.141726118804036,6.198792098193058,29.671736799049388,81,14.986456371388899,14.986456371388899,0.0,14.986456371388899,14.986456371388899,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,42,10,10.5,13.56143900647839,12.775060722884307,15.190433575544002,15.190433575544002,12.056636449218804,13.780062396037493,0.8890381355149161,-1.5048025572595858,-0.051079609458952735,0.907153987903469,-1.4103711795065088,1297,100.0,100.0,100.0,91.33203828447071,93.15054550805914,3.857142857142857,27,100.0,0.1,99.99503320866597,1,4.1,P32_derived_Jv_proxy,100.0,100.0,-8.667961715529287,-6.849454491940861,-8.667961715529287,-6.849454491940861,8.667961715529287,6.849454491940861,8.667961715529287,6.849454491940861,1297,27,4,1293,0.9969159599074788,0.0030840400925212026,78.53981633974483,7.0,16.51391689521506,3.857142857142857,3.857142857142857,0.05092958178940651,16.462987313425653,0.3115793482152571,0.28558414032760593,0.025995207887651195,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.2006325440111207,1.2006325440111207,0.19912714445238344,0.518498499348403,1.842461704385848,81,1.9759681941272758,1.9759681941272758,0.48644379253863923,0.75,3.609501978783028,81,0.8201517560809011,0.8226067003048976,0.08698822438873212,0.5751736541013271,1.0,81,0.9877160372876669,0.937196033969026,0.2563878424717291,0.5,1.5404515273190675,81,13.56143900647839,12.775060722884307,4.155199768893072,7.595659670918946,26.703728918919722,81,15.190433575544002,15.190433575544002,0.0,15.190433575544002,15.190433575544002,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,42,20,20.5,14.159704510737578,12.574750871165891,14.980111028015868,14.980111028015868,12.50306806962783,15.503932921877938,0.8830034595811311,-1.6566364411097485,-0.0540375948663141,1.0349678245296323,0.5238218938620705,1272,99.4022165057463,99.4022165057463,99.4022165057463,98.87787183454338,97.87651640551907,2.142857142857143,15,99.4022165057463,0.6,99.82704055993037,6,4.1,P32_derived_Jv_proxy,100.0,99.4022165057463,-0.5243446712029112,-1.5257001002272261,-1.1221281654566155,-2.1234835944809305,0.5243446712029112,1.5257001002272261,1.1221281654566155,2.1234835944809305,1272,15,1,1271,0.9992138364779874,0.0007861635220125787,78.53981633974483,7.0,16.19560700903127,2.142857142857143,2.142857142857143,0.012732395447351627,16.182874613583916,0.31000936035919213,0.3004776882460938,0.009531672113098355,1,1,1,1,1,1,99.4022165057463,99.4022165057463,0.0,99.4022165057463,99.4022165057463,81,4.0,4.0,0.0,4.0,4.0,81,1.197320304598883,1.197320304598883,0.19698495440189254,0.5805739941901219,1.8760096007857823,81,1.986238485180108,1.986238485180108,0.48729572331645793,0.75,3.458429723902377,81,0.7988857674090312,0.8117037190935028,0.1011720173796645,0.5561134050219071,1.0,81,0.9683511330949067,0.9370708560021371,0.3338856479833927,0.5,1.7820738996420622,81,14.159704510737578,12.574750871165891,5.703841978094376,4.674688604703415,28.264471933391658,81,14.980111028015868,14.980111028015868,0.0,14.980111028015868,14.980111028015868,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
scenario_10_fieldlike,42,30,30.5,13.627820632982417,12.543836531152802,14.929103497816076,14.929103497816076,10.670442625396756,15.755691769816156,0.7829896586378503,-2.9573780075856604,-0.10624397386309825,1.0553675759646919,0.8265882720000803,1308,100.0,100.0,100.0,97.50958978572721,97.64321091689739,2.0,14,100.0,0.7,99.76613872993647,7,4.1,P32_derived_Jv_proxy,100.0,100.0,-2.490410214272785,-2.356789083102612,-2.490410214272785,-2.356789083102612,2.490410214272785,2.356789083102612,2.490410214272785,2.356789083102612,1308,14,1,1307,0.9992354740061162,0.0007645259938837921,78.53981633974483,7.0,16.653973245135926,2.0,2.0,0.012732395447351627,16.641240849688575,0.31254627877868524,0.2792692927319076,0.033276986046777646,0,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.1989345195866323,1.1989345195866323,0.2021420460568943,0.5370603973146865,1.8760096007857823,81,2.007713523725688,2.007713523725688,0.49968727931079543,0.75,3.492470286663293,81,0.816729700761937,0.8169461992309159,0.10196021735524873,0.5895180825587304,1.0,81,0.9919010136788373,0.9891668958302567,0.2864226965439688,0.5,1.61392226941115,81,13.627820632982417,12.543836531152802,5.174670952288217,6.732577913093825,29.858206995632152,81,14.929103497816076,14.929103497816076,0.0,14.929103497816076,14.929103497816076,81,cases/scenario_10_fieldlike.yaml,scenario_10_fieldlike,fieldlike,mixed,structured,unknown,1,5
